COUNTRY;ISO;REGION;CATEGORY;MEASURE;DATE IMPLEMENTED;SOURCE;LINK
Solomon Islands;SLB;Pacific;Social distancing;Public services closure ;27/03/2020;RNZ;https://www.rnz.co.nz/international/pacific-news/412792/covid-19-solomons-closes-borders-honiara-now-emergency-zone
Solomon Islands;SLB;Pacific;Governance and socio-economic measures;Emergency administrative structures activated or established;27/03/2020;RNZ;https://www.rnz.co.nz/international/pacific-news/412792/covid-19-solomons-closes-borders-honiara-now-emergency-zone
Solomon Islands;SLB;Pacific;Social distancing;Schools closure ;27/03/2020;RNZ;https://www.rnz.co.nz/international/pacific-news/413013/all-schools-ordered-to-close-in-solomon-islands
South Africa;ZAF;Africa;Lockdown;Full lockdown;27/03/2020;President press conference;https://www.youtube.com/watch?v=H94eg5gEDeE
South Africa;ZAF;Africa;Social distancing;Public services closure ;27/03/2020;President press conference;https://www.youtube.com/watch?v=H94eg5gEDeE
South Africa;ZAF;Africa;Governance and socio-economic measures;Military deployment;27/03/2020;President press conference;https://www.youtube.com/watch?v=H94eg5gEDeE
South Africa;ZAF;Africa;Public health measures;Isolation and quarantine policies;27/03/2020;President press conference;https://www.youtube.com/watch?v=H94eg5gEDeE
South Africa;ZAF;Africa;Movement restrictions;Visa restrictions;27/03/2020;President press conference;https://www.youtube.com/watch?v=H94eg5gEDeE
South Africa;ZAF;Africa;Governance and socio-economic measures;Economic measures;27/03/2020;President press conference;https://www.youtube.com/watch?v=H94eg5gEDeE
South Africa;ZAF;Africa;Governance and socio-economic measures;Emergency administrative structures activated or established;27/03/2020;President press conference;https://www.youtube.com/watch?v=H94eg5gEDeE
South Africa;ZAF;Africa;Movement restrictions;International flights suspension;27/03/2020;CBNC Africa;https://www.cnbcafrica.com/news/2020/03/23/breaking-nationwide-lockdown-announced-in-south-africa/
South Africa;ZAF;Africa;Governance and socio-economic measures;Economic measures;27/03/2020;CBNC Africa;https://www.cnbcafrica.com/news/2020/03/23/breaking-nationwide-lockdown-announced-in-south-africa/
South Sudan;SSD;Africa;Social distancing;Limit public gatherings;27/03/2020;AA News;https://www.aa.com.tr/en/africa/covid-19-s-sudan-suspends-training-of-unified-forces/1782177
Spain;ESP;Europe;Public health measures;Strengthening the public health system;27/03/2020;Ministry of Health;https://www.mscbs.gob.es/gabinete/notasPrensa.do?id=4828
Sri Lanka;LKA;Asia;Movement restrictions;Curfews;27/03/2020;Colombo Page;http://www.colombopage.com/archive_20A/Mar25_1585150118CH.php
Sri Lanka;LKA;Asia;Public health measures;Strengthening the public health system;27/03/2020;Colombo Page;http://www.colombopage.com/archive_20A/Mar27_1585249748CH.php
Sri Lanka;LKA;Asia;Social distancing;Public services closure ;27/03/2020;Colombo Page;http://www.colombopage.com/archive_20A/Mar27_1585284935CH.php
Sri Lanka;LKA;Asia;Public health measures;Awareness campaigns;27/03/2020;Colombo Page;http://www.colombopage.com/archive_20A/Mar27_1585285294CH.php
Sri Lanka;LKA;Asia;Movement restrictions;Curfews;27/03/2020;Colombo Page;http://www.colombopage.com/archive_20A/Mar27_1585285895CH.php
Sri Lanka;LKA;Asia;Governance and socio-economic measures;Economic measures;27/03/2020;Colombo Page;http://www.colombopage.com/archive_20A/Mar27_1585292985CH.php
Sri Lanka;LKA;Asia;Movement restrictions;Border closure ;27/03/2020;Colombo Page;http://www.colombopage.com/archive_20A/Mar27_1585321111CH.php
Sri Lanka;LKA;Asia;Governance and socio-economic measures;Economic measures;27/03/2020;Colombo Page;http://www.colombopage.com/archive_20A/Mar27_1585322978CH.php
Sri Lanka;LKA;Asia;Governance and socio-economic measures;Economic measures;27/03/2020;Colombo Page;http://www.colombopage.com/archive_20A/Mar27_1585324029CH.php
Sri Lanka;LKA;Asia;Movement restrictions;International flights suspension;27/03/2020;Colombo Page;http://www.colombopage.com/archive_20A/Mar27_1585324670CH.php
Sri Lanka;LKA;Asia;Movement restrictions;Curfews;27/03/2020;Colombo Page;http://www.colombopage.com/archive_20A/Mar27_1585331962CH.php
Sri Lanka;LKA;Asia;Public health measures;Isolation and quarantine policies;27/03/2020;Colombo Page;http://www.colombopage.com/archive_20A/Mar27_1585331962CH.php
Sri Lanka;LKA;Asia;Public health measures;Strengthening the public health system;27/03/2020;Colombo Page;http://www.colombopage.com/archive_20A/Mar27_1585333269CH.php
Sri Lanka;LKA;Asia;Public health measures;Strengthening the public health system;27/03/2020;Colombo Page;http://www.colombopage.com/archive_20A/Mar28_1585371584CH.php
Sri Lanka;LKA;Asia;Governance and socio-economic measures;Economic measures;27/03/2020;Colombo Page;http://www.colombopage.com/archive_20A/Mar28_1585374546CH.php
Sri Lanka;LKA;Asia;Governance and socio-economic measures;Economic measures;27/03/2020;Colombo Page;http://www.colombopage.com/archive_20A/Mar30_1585547629CH.php
Suriname;SUR;Americas;Social distancing;Limit public gatherings;27/03/2020;Government;https://covid-19.sr/president-kondigt-strengere-maatregel-aan/
Suriname;SUR;Americas;Social distancing;Limit public gatherings;27/03/2020;Government;https://covid-19.sr/vice-president-adhin-evalueert-covid-19-crisismanagement/
Switzerland;CHE;Europe;Governance and socio-economic measures;Economic measures;27/03/2020;Government;https://www.admin.ch/gov/en/start/documentation/media-releases.msg-id-78604.html
Switzerland;CHE;Europe;Governance and socio-economic measures;Emergency administrative structures activated or established;27/03/2020;Federal Department of Economic Affairs, Education and Research;https://www.uvek.admin.ch/uvek/de/home/uvek/medien/medienmitteilungen.msg-id-78606.html
Switzerland;CHE;Europe;Movement restrictions;Surveillance and monitoring;27/03/2020;Government;https://www.bag.admin.ch/bag/en/home/das-bag/aktuell/news/news-26-03-2020.html
Thailand;THA;Asia;Social distancing;Public services closure ;27/03/2020;International SOS;https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS
Turkey;TUR;Middle East;Movement restrictions;International flights suspension;27/03/2020;US Embassy;https://tr.usembassy.gov/covid-19-information/
Turkey;TUR;Middle East;Movement restrictions;International flights suspension;27/03/2020;US Embassy;https://tr.usembassy.gov/covid-19-information/
United States of America;USA;Americas;Public health measures;Strengthening the public health system;27/03/2020;CMS;https://www.cms.gov/newsroom/press-releases/trump-administration-approves-34th-state-request-medicaid-emergency-waivers
United States of America;USA;Americas;Public health measures;Strengthening the public health system;27/03/2020;FDA;https://www.fda.gov/news-events/press-announcements/coronavirus-covid-19-update-fda-takes-action-help-increase-us-supply-ventilators-and-respirators
United States of America;USA;Americas;Governance and socio-economic measures;Economic measures;27/03/2020;US Dept of Treasury;https://home.treasury.gov/policy-issues/cares
Uruguay;URY;Americas;Governance and socio-economic measures;Economic measures;27/03/2020;Government — Uruguay;https://www.gub.uy/ministerio-salud-publica/comunicacion/noticias/informe-situacion-relacion-coronavirus-covid-19-uruguay-0
Uruguay;URY;Americas;Governance and socio-economic measures;Economic measures;27/03/2020;Government — Uruguay;https://www.gub.uy/ministerio-salud-publica/comunicacion/noticias/informe-situacion-relacion-coronavirus-covid-19-uruguay-0
Uruguay;URY;Americas;Movement restrictions;Domestic travel restrictions;27/03/2020;Government — Uruguay;https://www.gub.uy/ministerio-salud-publica/comunicacion/noticias/informe-situacion-relacion-coronavirus-covid-19-uruguay-0
Afghanistan;AFG;Asia;Lockdown;Partial lockdown;28/03/2020;US Embassy;https://af.usembassy.gov/message-for-u-s-citizens-movement-restrictions-in-kabul-march-27-2020/
Afghanistan;AFG;Asia;Public health measures;General recommendations;28/03/2020;Afghanistan MoPH;https://www.facebook.com/af.moph/posts/1053537348348777?__tn__=-R
Afghanistan;AFG;Asia;Public health measures;General recommendations;28/03/2020;Afghanistan MoPH;https://www.facebook.com/af.moph/posts/1053537348348777?__tn__=-R
Angola;AGO;Africa;Public health measures;Awareness campaigns;28/03/2020;ANGOP;http://www.angop.ao/angola/en_us/noticias/sociedade/2020/2/13/Minister-announces-solidarity-campaign,d647d45d-4688-4ef2-ba8e-db8c202fc55a.html
Angola;AGO;Africa;Public health measures;Strengthening the public health system;28/03/2020;ANGOP;http://www.angop.ao/angola/en_us/noticias/sociedade/2020/2/13/Tanker-trucks-assure-water-supply-Luanda,0c7101f0-4208-47be-8acf-97da41d36741.html
Antigua and Barbuda;ATG;Americas;Governance and socio-economic measures;State of emergency declared;28/03/2020;AB Govt.;https://ab.gov.ag/pdf/covid_news/mar_27_2020_State_of_Emergency_in_Antigua_and_Barbuda.pdf
Antigua and Barbuda;ATG;Americas;Movement restrictions;Curfews;28/03/2020;AB Govt.;https://ab.gov.ag/pdf/covid_news/mar_27_2020_State_of_Emergency_in_Antigua_and_Barbuda.pdf
Antigua and Barbuda;ATG;Americas;Public health measures;Requirement to wear protective gear in public;28/03/2020;AB Govt.;https://ab.gov.ag/pdf/covid_news/mar_27_2020_State_of_Emergency_in_Antigua_and_Barbuda.pdf
Antigua and Barbuda;ATG;Americas;Public health measures;Amendments to funeral and burial regulations;28/03/2020;AB Govt.;https://ab.gov.ag/pdf/covid_news/mar_27_2020_State_of_Emergency_in_Antigua_and_Barbuda.pdf
Antigua and Barbuda;ATG;Americas;Social distancing;Limit public gatherings;28/03/2020;AB Govt.;https://ab.gov.ag/pdf/covid_news/mar_29_2020_state_of_emergency.pdf
Antigua and Barbuda;ATG;Americas;Social distancing;Changes in prison-related policies;28/03/2020;AB Govt.;https://ab.gov.ag/pdf/covid_news/mar_29_2020_state_of_emergency.pdf
Antigua and Barbuda;ATG;Americas;Public health measures;Other public health measures enforced;28/03/2020;AB Govt.;https://ab.gov.ag/pdf/covid_news/mar_30_2020_New_Visitor_Policy_at_the_Mount_St_Johns_Medical_Centre.pdf
Argentina;ARG;Americas;Governance and socio-economic measures;Economic measures;28/03/2020;MoH;https://www.boletinoficial.gob.ar/detalleAviso/primera/227234/20200328
Australia;AUS;Pacific;Public health measures;Isolation and quarantine policies;28/03/2020;ABC News;https://www.abc.net.au/news/2020-03-27/coronavirus-quarantine-laws-force-international-arrivals-hotels/12097312
Australia;AUS;Pacific;Movement restrictions;Surveillance and monitoring;28/03/2020;Australia MoH;https://www.pm.gov.au/media/update-coronavirus-measures-270320
Austria;AUT;Europe;Public health measures;Psychological assistance and medical social work;28/03/2020;Tyrol government;https://www.tirol.gv.at/presse/meldungen/meldung/artikel/psychologische-unterstuetzung-fuer-tirolerinnen-in-corona-krisenzeit/
Austria;AUT;Europe;Governance and socio-economic measures;Economic measures;28/03/2020;Ministry of Finances;https://www.bmf.gv.at/presse/pressemeldungen/2020/maerz/kurzarbeit-mittel-erhoeht.html
Bahamas;BHS;Americas;Governance and socio-economic measures;Economic measures;28/03/2020;Bahamas Govt.;http://www.bahamas.gov.bs/wps/portal/public/news%20and%20press%20release/distribution%20of%20lunch%20vouchers%20for%20students%20enrolled%20in%20the%20national%20school%20feeding%20programme/!ut/p/b1/vVTZrptIFPyWfABxszQNj2D2fbfhBbGZzYCNsbH5-jhRNMpklNyX0e1-ap0qlbqqdHbJLsZxCgCcxnG4O-6SMXu0dba005idv78TOnV54PoGS3IyMhBQAxTQuioAWiXfgPgNIIFschzFmDIENFBDx-AcpBA2BX7w_xkzEs29x6REQp0jZRf_yQd_ONyH_MPuqIQ0Km7mKji3yGggWwzqGBUl5s0GkDSJZveBrzHzBYGTxtsc1ws8WaSngoXIzKPrtZGYB6mOaLF9vjv0K6kdBq24bLQzPweHipS9c-sivwl9hdwG4UA-jI6W-lgTOUjsS-p1FwMrDmshd0-2TE2iUFwaj3u5gBGRRS0R4Fmx7d1W4Ddlz_TWuZiHXMJLKLuWeMJ0LfVIe4OsQuL0NgXztYQE0eYozzM72iaalPjqlYDLck3HZ7nRlqj-7vt_jfkgt_gNQL_mZjNvPgqc95_evsNdsDt2Mc0Kk7rKYnTi3VJGZulkXp_zN50Tb-FkiIQUAGcfAM0TL2l1vZoGQARc0aBEupst-itm94rWcA11Xji2SQOxPT9dAfBuFVPbEKZUblbKtoRlhwFjwatTPT304qXLk2eLx7u3PptJkU5XPtoKt_b1s0-dYaveDP1ATk94vz0JRY7zrLGC3sq0ebKHu9Ki3GzY_NDw4NodU0TlZVpJWINbgpaNRPeI9KS_IOREqQhr8iXGY_MuUvLvrv1WZZ34APC96z8AfymzpUxD9dP7P4Xjk9-9B1Tqd6-LuvWb1yF3NWcX-FtM4D1umUEeWoGkWaWMm4JMABFsQRA5Zk88TfFi-WXglJEX8hzXhDEffiBIEJ8tiH-2IPpkQfWzLVX_f0u1XdLmw9e1GL6CrxBCkiYJGgJI4SxB76IlxFBRm43grJGVuE_cHn24mve8Uwuag4Mr6y4aBcxZug70hywyFhod5iWeMT8bb-Q2189ne3iwnk7JYzU3hU_hXZ9JCKfTw3k6yryvGccjj4bLMX7NDwWkGJOf2wRfb0vTK_cns80TlkyesEq2iJ9F0W5ywEIi9o5LJTC4ufL3sAb6vqcw98YtN1JUQCtZAqefN92rG5Fo9qqCpUwd9pod72XCMBeRMcj5_pAq8qTWsLiEBMJC1M0zNB0r893UCrz7C69C_DEEGfHCbkX5GE-KfWRSp5Z6Y0h67suX90KJ_75hD3M1ltW8G5KzZLywDOs9xjr9cpn1yzd-dQgN/dl4/d5/L3dHQSEvUUtRZy9nQSEh/
Barbados;BRB;Americas;Public health measures;Strengthening the public health system;28/03/2020;Gov. Info Services;https://gisbarbados.gov.bb/blog/bwa-actively-working-on-assisting-rural-residents/
Barbados;BRB;Americas;Governance and socio-economic measures;Economic measures;28/03/2020;Gov. Info Services ;https://gisbarbados.gov.bb/blog/measures-coming-soon-to-cushion-the-vulnerable/
Barbados;BRB;Americas;Lockdown;Partial lockdown;28/03/2020;Gov. Info Services ;https://gisbarbados.gov.bb/blog/employees-to-work-from-home/
Brunei Darussalam;BRN;Asia;Movement restrictions;Surveillance and monitoring;28/03/2020;Ministry of Health;http://www.moh.gov.bn/Shared%20Documents/2019%20ncov/press%20releases/Media%20statement%20on%20the%20current%20situation%20of%20COVID-19%20in%20Brunei%20Darussalam%20(30.03.2020).pdf
Burundi;BDI;Africa;Movement restrictions;International flights suspension;28/03/2020;US Embassy;https://bi.usembassy.gov/covid-19-information/
Burundi;BDI;Africa;Movement restrictions;Border checks ;28/03/2020;Ministry of Foreign Affairs — France;https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/burundi/
Cabo Verde;CPV;Africa;Social distancing;Public services closure ;28/03/2020;Cabo Verde Govt;https://www.governo.cv/covid19-governo-comunica-as-excecoes-a-nivel-do-comercio-face-ao-estado-de-emergencia/
Cabo Verde;CPV;Africa;Movement restrictions;Curfews;28/03/2020;Cabo Verde Govt;https://www.governo.cv/covid19-governo-comunica-as-excecoes-a-nivel-do-comercio-face-ao-estado-de-emergencia/
Chile;CHL;Americas;Lockdown;Partial lockdown;28/03/2020;Government — Chile;https://www.minsal.cl/wp-content/uploads/2020/03/1745861_web.pdf
China;CHN;Asia;Public health measures;Isolation and quarantine policies;28/03/2020;NHC of the PRC;http://en.nhc.gov.cn/2020-03/28/c_78446.htm
China, Hong Kong Special Administrative Region;HKG;Asia;Social distancing;Public services closure ;28/03/2020;Governmnet Press Release;https://www.info.gov.hk/gia/general/202003/27/P2020032700878.htm
China, Hong Kong Special Administrative Region;HKG;Asia;Public health measures;Other public health measures enforced;28/03/2020;Governmnet Press Release;https://www.info.gov.hk/gia/general/202003/27/P2020032700878.htm
Congo;COG;Africa;Governance and socio-economic measures;State of emergency declared;28/03/2020;Government — Congo;http://nwzkbpn.cluster023.hosting.ovh.net/storage/app/public/files/D%C3%A9claration%20du%20Pr%C3%A9sident%20de%20la%20R%C3%A9publique%20sur%20le%20Coronavirus%20Covid-19-2020-03-30-5e82280983017.pdf
Congo DR;COD;Africa;Lockdown;Partial lockdown;28/03/2020;BBC;https://www.bbc.com/news/topics/cvenzmgylgwt/democratic-republic-of-congo
Dominica;DMA;Americas;Movement restrictions;Curfews;28/03/2020;Dominica News Online ;https://dominicanewsonline.com/news/homepage/homepage-carousel/covid-19-dominica-government-plans-to-take-new-measures-as-3-day-curfew-ends/
Eswatini;SWZ;Africa;Governance and socio-economic measures;Economic measures;28/03/2020;Eswatini Government;https://twitter.com/EswatiniGovern1/status/1243947941875851264/photo/1
Finland;FIN;Europe;Movement restrictions;Domestic travel restrictions;28/03/2020;Government;https://valtioneuvosto.fi/en/article/-/asset_publisher/1410869/hallituksen-linjaukset
Ghana;GHA;Africa;Public health measures;Testing policy;28/03/2020;Ministry of Information;https://twitter.com/moigovgh/status/1243689955123179528/photo/2
Ghana;GHA;Africa;Governance and socio-economic measures;Economic measures;28/03/2020;Ministry of Information;https://twitter.com/moigovgh/status/1243689955123179528/photo/2
Ghana;GHA;Africa;Governance and socio-economic measures;Emergency administrative structures activated or established;28/03/2020;Ministry of Information;https://twitter.com/moigovgh/status/1243689955123179528/photo/2
Guatemala;GTM;Americas;Movement restrictions;Curfews;28/03/2020;Reuters;https://www.reuters.com/article/health-coronavirus-guatemala-int/guatemala-to-tap-26-million-from-fund-to-help-poor-amid-coronavirus-crisis-idUSKBN21H04X
Guinea-Bissau;GNB;Africa;Social distancing;Schools closure ;28/03/2020;Intl SOS;https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening
Guinea-Bissau;GNB;Africa;Movement restrictions;Curfews;28/03/2020;Intl SOS;https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening
Guinea-Bissau;GNB;Africa;Social distancing;Limit public gatherings;28/03/2020;Intl SOS;https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening
Hungary;HUN;Europe;Lockdown;Partial lockdown;28/03/2020;Official Website;http://abouthungary.hu/news-in-brief/coronavirus-update-pm-orban-announces-restrictions-in-hungary-between-march-28-and-april-11/
Hungary;HUN;Europe;Public health measures;Other public health measures enforced;28/03/2020;Official Website;http://abouthungary.hu/news-in-brief/coronavirus-update-decree-on-restrictions-on-movement-released/
